geography,subsector
05043,chemical
05043,food_bev
05043,iron_steel
05043,pesticides_fertilizer
05043,pet_refinery
05043,pulp_paper
05045,cement_concrete
05045,pesticides_fertilizer
05045,pulp_paper
05047,cement_concrete
05047,chemical
05047,iron_steel
05047,pesticides_fertilizer
05047,pet_refinery
05047,pulp_paper
05049,cement_concrete
05049,chemical
05049,iron_steel
05049,pesticides_fertilizer
05049,pet_refinery
05049,pulp_paper
05051,cement_concrete
05051,iron_steel
05051,pesticides_fertilizer
05051,pet_refinery
05051,pulp_paper
05053,cement_concrete
05053,food_bev
05053,iron_steel
05053,pesticides_fertilizer
05053,pet_refinery
05053,pulp_paper
05055,cement_concrete
05055,pulp_paper
05057,cement_concrete
05057,iron_steel
05057,pesticides_fertilizer
05057,pet_refinery
05057,pulp_paper
05059,cement_concrete
05059,chemical
05059,pesticides_fertilizer
05059,pet_refinery
05059,pulp_paper
05061,cement_concrete
05061,chemical
05061,iron_steel
05061,pesticides_fertilizer
05061,pet_refinery
05061,pulp_paper
05063,cement_concrete
05063,iron_steel
05063,pesticides_fertilizer
05063,pulp_paper
05065,cement_concrete
05065,iron_steel
05065,pet_refinery
05065,pulp_paper
05067,cement_concrete
05067,chemical
05067,pesticides_fertilizer
05067,pet_refinery
05067,pulp_paper
05069,cement_concrete
05069,pesticides_fertilizer
05071,cement_concrete
05071,chemical
05071,iron_steel
05071,pesticides_fertilizer
05071,pet_refinery
05071,pulp_paper
05073,cement_concrete
05073,chemical
05073,food_bev
05073,iron_steel
05073,pesticides_fertilizer
05073,pet_refinery
05073,pulp_paper
05075,cement_concrete
05075,iron_steel
05075,pet_refinery
05075,pulp_paper
05077,cement_concrete
05077,food_bev
05077,iron_steel
05077,pet_refinery
05077,pulp_paper
05079,cement_concrete
05079,chemical
05079,food_bev
05079,pesticides_fertilizer
05079,pet_refinery
05079,pulp_paper
05081,food_bev
05081,iron_steel
05081,pesticides_fertilizer
05081,pet_refinery
05083,cement_concrete
05083,chemical
05083,iron_steel
05083,pesticides_fertilizer
05083,pet_refinery
05083,pulp_paper
05085,cement_concrete
05085,iron_steel
05085,pesticides_fertilizer
05085,pet_refinery
05085,pulp_paper
05087,cement_concrete
05087,iron_steel
05087,pulp_paper
05089,cement_concrete
05089,iron_steel
05089,pesticides_fertilizer
05089,pet_refinery
05089,pulp_paper
05091,cement_concrete
05091,pesticides_fertilizer
05091,pulp_paper
05093,cement_concrete
05093,pulp_paper
05095,cement_concrete
05095,chemical
05095,iron_steel
05095,pesticides_fertilizer
05095,pet_refinery
05095,pulp_paper
05097,cement_concrete
05097,chemical
05097,iron_steel
05097,pesticides_fertilizer
05097,pet_refinery
05097,pulp_paper
05099,cement_concrete
05099,iron_steel
05099,pet_refinery
05099,pulp_paper
05101,cement_concrete
05101,chemical
05101,food_bev
05101,iron_steel
05101,pesticides_fertilizer
05101,pet_refinery
05101,pulp_paper
05103,cement_concrete
05103,food_bev
05103,iron_steel
05103,pesticides_fertilizer
05103,pulp_paper
05105,cement_concrete
05105,chemical
05105,food_bev
05105,iron_steel
05105,pesticides_fertilizer
05105,pet_refinery
05105,pulp_paper
05107,cement_concrete
05107,food_bev
05107,iron_steel
05107,pet_refinery
05107,pulp_paper
05109,cement_concrete
05109,chemical
05109,food_bev
05109,iron_steel
05109,pesticides_fertilizer
05109,pet_refinery
05109,pulp_paper
05111,cement_concrete
05111,iron_steel
05111,pet_refinery
05111,pulp_paper
05113,cement_concrete
05113,iron_steel
05113,pesticides_fertilizer
05113,pet_refinery
05113,pulp_paper
05115,cement_concrete
05115,chemical
05115,pesticides_fertilizer
05115,pet_refinery
05115,pulp_paper
05117,cement_concrete
05117,chemical
05117,food_bev
05117,iron_steel
05117,pesticides_fertilizer
05117,pet_refinery
05117,pulp_paper
05119,cement_concrete
05119,pulp_paper
05121,cement_concrete
05121,food_bev
05121,iron_steel
05121,pet_refinery
05121,pulp_paper
05123,cement_concrete
05123,chemical
05123,iron_steel
05123,pesticides_fertilizer
05123,pet_refinery
05123,pulp_paper
05125,cement_concrete
05125,iron_steel
05125,pesticides_fertilizer
05127,cement_concrete
05127,chemical
05127,iron_steel
05127,pesticides_fertilizer
05127,pet_refinery
05127,pulp_paper
05129,cement_concrete
05129,food_bev
05129,iron_steel
05129,pesticides_fertilizer
05129,pet_refinery
05129,pulp_paper
05131,cement_concrete
05131,pesticides_fertilizer
05131,pet_refinery
05133,cement_concrete
05133,chemical
05133,iron_steel
05133,pesticides_fertilizer
05133,pet_refinery
05133,pulp_paper
05135,cement_concrete
05135,iron_steel
05135,pesticides_fertilizer
05135,pet_refinery
05135,pulp_paper
05137,cement_concrete
05137,chemical
05137,iron_steel
05137,pesticides_fertilizer
05137,pulp_paper
05139,cement_concrete
05139,iron_steel
05139,pulp_paper
05141,cement_concrete
05141,chemical
05141,iron_steel
05141,pesticides_fertilizer
05141,pet_refinery
05141,pulp_paper
05143,cement_concrete
05143,pulp_paper
05145,cement_concrete
05145,pulp_paper
05147,cement_concrete
05147,chemical
05147,food_bev
05147,iron_steel
05147,pesticides_fertilizer
05147,pet_refinery
05147,pulp_paper
05149,cement_concrete
05149,chemical
05149,iron_steel
05149,pesticides_fertilizer
05149,pet_refinery
05149,pulp_paper
06001,cement_concrete
06003,cement_concrete
06003,chemical
06003,food_bev
06003,iron_steel
06003,other
06003,pesticides_fertilizer
06003,pet_refinery
06003,pulp_paper
06005,cement_concrete
06005,iron_steel
06005,pesticides_fertilizer
06005,pet_refinery
06005,pulp_paper
06007,cement_concrete
06007,iron_steel
06007,pesticides_fertilizer
06007,pulp_paper
06009,cement_concrete
06009,chemical
06009,iron_steel
06009,pesticides_fertilizer
06009,pet_refinery
06009,pulp_paper
06011,cement_concrete
06011,chemical
06011,iron_steel
06011,pesticides_fertilizer
06011,pet_refinery
06011,pulp_paper
06013,cement_concrete
06013,iron_steel
06015,cement_concrete
06015,chemical
06015,iron_steel
06015,pesticides_fertilizer
06015,pet_refinery
06015,pulp_paper
06017,cement_concrete
06017,chemical
06017,iron_steel
06017,pesticides_fertilizer
06017,pet_refinery
06017,pulp_paper
06019,cement_concrete
06019,pulp_paper
06021,cement_concrete
06021,chemical
06021,iron_steel
06021,pesticides_fertilizer
06021,pet_refinery
06021,pulp_paper
06023,cement_concrete
06023,pet_refinery
06023,pulp_paper
06025,cement_concrete
06025,iron_steel
06025,pet_refinery
06025,pulp_paper
06027,cement_concrete
06027,chemical
06027,iron_steel
06027,pesticides_fertilizer
06027,pet_refinery
06027,pulp_paper
06029,pulp_paper
06031,cement_concrete
06031,pet_refinery
06031,pulp_paper
06033,cement_concrete
06033,pet_refinery
06033,pulp_paper
06035,cement_concrete
06035,chemical
06035,food_bev
06035,iron_steel
06035,pesticides_fertilizer
06035,pet_refinery
06035,pulp_paper
06037,cement_concrete
06039,cement_concrete
06039,iron_steel
06039,pet_refinery
06039,pulp_paper
06041,cement_concrete
06041,iron_steel
06041,pesticides_fertilizer
06041,pet_refinery
06041,pulp_paper
06043,cement_concrete
06043,food_bev
06043,iron_steel
06043,pesticides_fertilizer
06043,pet_refinery
06043,pulp_paper
06045,cement_concrete
06045,pulp_paper
06047,cement_concrete
06047,chemical
06047,iron_steel
06047,pesticides_fertilizer
06047,pet_refinery
06047,pulp_paper
06049,cement_concrete
06049,chemical
06049,food_bev
06049,iron_steel
06049,pesticides_fertilizer
06049,pet_refinery
06049,pulp_paper
06051,cement_concrete
06051,chemical
06051,food_bev
06051,iron_steel
06051,pesticides_fertilizer
06051,pet_refinery
06051,pulp_paper
06053,cement_concrete
06053,pet_refinery
06053,pulp_paper
06055,cement_concrete
06055,chemical
06055,pesticides_fertilizer
06055,pet_refinery
06055,pulp_paper
06057,cement_concrete
06057,iron_steel
06057,pesticides_fertilizer
06057,pet_refinery
06057,pulp_paper
06059,cement_concrete
06061,cement_concrete
06061,iron_steel
06061,pulp_paper
06063,cement_concrete
06063,chemical
06063,iron_steel
06063,pesticides_fertilizer
06063,pet_refinery
06063,pulp_paper
06067,cement_concrete
06067,pulp_paper
06069,cement_concrete
06069,iron_steel
06069,pet_refinery
06069,pulp_paper
06073,cement_concrete
06075,cement_concrete
06075,iron_steel
06075,pet_refinery
06075,pulp_paper
06077,cement_concrete
06077,pulp_paper
06079,cement_concrete
06079,pulp_paper
06081,pulp_paper
06083,cement_concrete
06083,iron_steel
06083,pet_refinery
06083,pulp_paper
06085,cement_concrete
06087,iron_steel
06087,pulp_paper
06089,pesticides_fertilizer
06089,pulp_paper
06091,cement_concrete
06091,chemical
06091,food_bev
06091,iron_steel
06091,other
06091,pesticides_fertilizer
06091,pet_refinery
06091,pulp_paper
06093,cement_concrete
06093,chemical
06093,iron_steel
06093,pesticides_fertilizer
06093,pet_refinery
06093,pulp_paper
06095,cement_concrete
06095,pulp_paper
06097,cement_concrete
06097,iron_steel
06097,pet_refinery
06097,pulp_paper
06099,cement_concrete
06099,pulp_paper
06101,cement_concrete
06101,chemical
06101,iron_steel
06101,pesticides_fertilizer
06101,pulp_paper
06103,cement_concrete
06103,iron_steel
06103,pesticides_fertilizer
06103,pet_refinery
06105,cement_concrete
06105,chemical
06105,iron_steel
06105,pesticides_fertilizer
06105,pet_refinery
06105,pulp_paper
06107,cement_concrete
06109,cement_concrete
06109,chemical
06109,iron_steel
06109,pesticides_fertilizer
06109,pet_refinery
06109,pulp_paper
06111,cement_concrete
06113,cement_concrete
06115,cement_concrete
06115,chemical
06115,iron_steel
06115,pesticides_fertilizer
06115,pet_refinery
06115,pulp_paper
08001,cement_concrete
08001,pulp_paper
08003,cement_concrete
08003,pet_refinery
08003,pulp_paper
08005,cement_concrete
08007,cement_concrete
08007,chemical
08007,iron_steel
08007,pesticides_fertilizer
08007,pet_refinery
08007,pulp_paper
08009,cement_concrete
08009,chemical
08009,iron_steel
08009,pesticides_fertilizer
08009,pet_refinery
08009,pulp_paper
08011,cement_concrete
08011,chemical
08011,iron_steel
08011,other
08011,pesticides_fertilizer
08011,pet_refinery
08011,pulp_paper
08014,cement_concrete
08014,iron_steel
08014,pesticides_fertilizer
08014,pet_refinery
08014,pulp_paper
08015,cement_concrete
08015,iron_steel
08015,pulp_paper
08017,cement_concrete
08017,chemical
08017,food_bev
08017,iron_steel
08017,other
08017,pesticides_fertilizer
08017,pet_refinery
08017,pulp_paper
08019,cement_concrete
08019,chemical
08019,iron_steel
08019,pesticides_fertilizer
08019,pet_refinery
08019,pulp_paper
08021,cement_concrete
08021,chemical
08021,food_bev
08021,iron_steel
08021,pesticides_fertilizer
08021,pet_refinery
08021,pulp_paper
08023,cement_concrete
08023,chemical
08023,food_bev
08023,iron_steel
08023,other
08023,pesticides_fertilizer
08023,pet_refinery
08023,pulp_paper
08025,cement_concrete
08025,chemical
08025,food_bev
08025,iron_steel
08025,other
08025,pesticides_fertilizer
08025,pet_refinery
08025,pulp_paper
08027,cement_concrete
08027,chemical
08027,food_bev
08027,iron_steel
08027,pesticides_fertilizer
08027,pet_refinery
08027,pulp_paper
08029,cement_concrete
08029,chemical
08029,pesticides_fertilizer
08029,pet_refinery
08029,pulp_paper
08031,cement_concrete
08031,pesticides_fertilizer
08031,pulp_paper
08033,cement_concrete
08033,chemical
08033,iron_steel
08033,pesticides_fertilizer
08033,pet_refinery
08033,pulp_paper
08035,cement_concrete
08035,iron_steel
08035,pesticides_fertilizer
08035,pet_refinery
08035,pulp_paper
08037,cement_concrete
08037,chemical
08037,iron_steel
08037,pesticides_fertilizer
08037,pet_refinery
08037,pulp_paper
08039,cement_concrete
08039,chemical
08039,iron_steel
08039,pesticides_fertilizer
08039,pet_refinery
08039,pulp_paper
08041,cement_concrete
08041,pulp_paper
08043,pesticides_fertilizer
08043,pet_refinery
08043,pulp_paper
08045,cement_concrete
08045,pesticides_fertilizer
08045,pet_refinery
08045,pulp_paper
08047,cement_concrete
08047,chemical
08047,food_bev
08047,iron_steel
08047,pesticides_fertilizer
08047,pet_refinery
08047,pulp_paper
08049,cement_concrete
08049,chemical
08049,iron_steel
08049,pesticides_fertilizer
08049,pet_refinery
08049,pulp_paper
08051,cement_concrete
08051,chemical
08051,food_bev
08051,iron_steel
08051,pesticides_fertilizer
08051,pet_refinery
08051,pulp_paper
08053,cement_concrete
08053,chemical
08053,food_bev
08053,iron_steel
08053,other
08053,pesticides_fertilizer
08053,pet_refinery
08053,pulp_paper
08055,cement_concrete
08055,food_bev
08055,iron_steel
08055,pesticides_fertilizer
08055,pet_refinery
08055,pulp_paper
08057,cement_concrete
08057,chemical
08057,food_bev
08057,iron_steel
08057,pesticides_fertilizer
08057,pet_refinery
08057,pulp_paper
08059,cement_concrete
08059,iron_steel
08059,pulp_paper
08061,cement_concrete
08061,chemical
08061,food_bev
08061,iron_steel
08061,pesticides_fertilizer
